FIP,county_city,total_pop_2020,ems,red_cross,fire_station,hospital,national_shelter,urgent_care,total_facilities_shelters,facilities_shelters_per_10000,percent_high_school,percent_vehicle,percent_employed,percent_not_disabled,gini_index,reverse_gini,pop_resilience,hpsa,rfld_afreq,rfld_expb,rfld_expp,rfld_exppe,rfld_expa,rfld_expt,rfld_hlrb,rfld_hlrp,rfld_hlra,rfld_hlrr,rfld_ealb,rfld_ealp,rfld_ealpe,rfld_eala,rfld_ealt,rfld_eals,rfld_ealr,rfld_risks,rfld_riskr,cfld_afreq,clfd_expb,cfld_expp,clfd_exppe,cfld_expt,cfld_hlrb,cfld_hlrp,clfd_hlrr,cfld_ealb,cfld_ealp,cfld_ealpe,cfld_ealt,cfld_eals,cfld_ealr,cfld_risks,cfld_riskr
51680,LYNCHBURG CITY,79009,0,9,11,3,16,0,39,4.94,91.2,88.9,93.7,89.5,0.4399,56.01,0.83862,2,1.21,134085994.1,973.90,7401631533,0,7535717527,0.00350732,7.15E-06,0.003897333,Very Low,568258.09,0.008418593,63981.31,0.00,632239.39,10.81,Relatively Low,11.74,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51683,MANASSAS CITY,42772,1,2,1,1,5,2,12,2.81,86,95.8,95.7,94.6,0.3977,60.23,0.86466,0,0.75,115453375.5,845.46,6425483076,0,6540936451,1.14E-05,7.15E-06,0.003897333,Very Low,987.10,0.004536202,34475.13,0.00,35462.23,4.14,Very Low,3.14,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51685,MANASSAS PARK CITY,17219,0,1,3,0,0,0,4,2.32,78.2,97,96.9,92.9,0.3852,61.48,0.85296,0,0.33,35686981,372.97,2834534110,0,2870221091,0.0017064,7.15E-06,0.003897333,Very Low,20298.76,0.000889377,6759.26,0.00,27058.02,3.78,Very Low,2.73,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51690,MARTINSVILLE CITY,13485,1,3,5,1,3,1,14,10.38,85.9,85.1,96.1,80.8,0.4897,51.03,0.79786,2,0.71,23042800.15,179.03,1360641275,0,1383684075,0.002534553,7.15E-06,0.003897333,Very Low,41368.93,0.000907207,6894.78,0.00,48263.71,4.58,Very Low,7.19,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51700,NEWPORT NEWS CITY,186247,0,13,13,5,19,2,52,2.79,91.8,89.6,94.8,87.4,0.442,55.8,0.8388,2,0.88,1089021720,8626.56,65561876232,0,66650897952,0.000587278,7.15E-06,0.003897333,Very Low,559613.26,0.053998876,410391.46,0.00,970004.71,12.46,Relatively Moderate,11.63,Relatively Moderate,4.46585674,4017736151,38072.5705,2.89E+11,2.93E+11,2.67E-05,1.15E-08,Very Low,478199.3158,0.001958678,14885.95253,493085.2684,12.41007881,Relatively Low,12.68367293,Relatively Low
51710,NORFOLK CITY,238005,1,20,19,7,51,4,102,4.29,89.6,87.6,93.6,88.7,0.4832,51.68,0.82236,2,1.67,5556745939,40540.16,3.08E+11,0,3.14E+11,0.000146273,7.15E-06,0.003897333,Very Low,1354667.77,0.483362645,3673556.10,0.00,5028223.87,21.57,Relatively High,18.43,Relatively Moderate,4.46585674,28587353457,237910.3249,1.81E+12,1.84E+12,2.88E-06,1.61E-08,Very Low,368124.2757,0.017154895,130377.2011,498501.4768,12.45535222,Relatively Low,11.65947904,Relatively Low
51720,NORTON CITY,3687,0,1,2,2,3,1,9,24.41,85.4,91.1,91.4,78.8,0.5133,48.67,0.79074,2,0.50,42393679.46,402.85,3061641981,0,3104035660,0.0020703,7.15E-06,0.003897333,Very Low,43883.81,0.001440953,10951.24,0.00,54835.05,4.78,Very Low,7.46,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51730,PETERSBURG CITY,33458,1,5,4,3,10,0,23,6.87,83.6,82.2,87.8,82.2,0.4595,54.05,0.7797,2,0.33,124397549.9,922.97,7014609342,0,7139006892,0.001025713,7.15E-06,0.003897333,Very Low,42532.06,0.002200937,16727.12,0.00,59259.18,4.91,Very Low,7.73,Relatively Low,0.013968164,153008349.6,909.7052054,6913759561,7066767911,0.000447216,4.84E-08,Very Low,955.8108051,6.15E-07,4.676085334,960.4868904,1.549878584,Very Low,2.673796997,Very Low
51735,POQUOSON CITY,12460,0,2,2,0,1,0,5,4.01,94.7,96.9,98.3,91.3,0.3564,64.36,0.89112,0,0.21,1271004470,9166.37,69664391963,0,70935396433,8.54E-06,7.15E-06,0.003897333,Very Low,2260.81,0.013661391,103826.57,0.00,106087.38,5.96,Very Low,1.98,Very Low,4.44192041,1683439000,12150,92340000000,94023439000,0.000213331,1.02E-07,Very Low,1595222.237,0.005521864,41966.16938,1637188.406,18.51399251,Relatively Moderate,6.752643483,Relatively Low
51740,PORTSMOUTH CITY,97915,0,10,9,2,23,0,44,4.49,89.3,88.9,94.3,88.5,0.4353,56.47,0.83494,2,1.08,1698522036,13853.23,1.05E+11,0,1.07E+11,7.32E-05,7.15E-06,0.003897333,Very Low,134780.62,0.107362375,815954.05,0.00,950734.67,12.38,Relatively Moderate,12.39,Relatively Moderate,4.46585674,9896781670,91493.10852,6.95E+11,7.05E+11,3.28E-06,5.46E-09,Very Low,145160.237,0.002230787,16953.97829,162114.2153,8.565266819,Relatively Low,9.386548835,Relatively Low
51750,RADFORD CITY,16070,1,2,3,0,7,0,13,8.09,94.8,92.5,93.5,90.7,0.5685,43.15,0.8293,0,0.33,44751081.81,464.77,3532275244,0,3577026326,0.002417732,7.15E-06,0.003897333,Very Low,36065.37,0.001108303,8423.10,0.00,44488.48,4.46,Very Low,4.33,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51760,RICHMOND CITY,226610,1,24,16,7,18,2,68,3.00,88.1,84.1,93.7,87.9,0.5345,46.55,0.8007,2,0.63,366370665.6,2112.31,16053563960,0,16419934625,0.0034814,2.30E-05,0.003897333,Very Low,797176.84,0.030402595,231059.72,0.00,1028236.56,12.71,Relatively Moderate,14.44,Relatively Moderate,0.025936328,766146017.5,5147.826376,39123480454,39889626472,0.000274046,1.84E-08,Very Low,5445.56542,2.46E-06,18.70568122,5464.271102,2.766801121,Very Low,3.44401959,Very Low
51770,ROANOKE CITY,100011,1,16,13,2,5,2,39,3.90,87.2,87.6,93.3,91.5,0.4896,51.04,0.82128,2,1.63,789974118,3210.98,24403420339,0,25193394457,0.000118419,7.92E-06,0.003897333,Very Low,152014.84,0.04133202,314123.35,0.00,466138.19,9.76,Relatively Low,11.82,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51775,SALEM CITY,25346,0,5,5,2,3,3,18,7.10,91.6,92.9,95.1,91.6,0.4554,54.46,0.85132,0,0.92,582291822.5,2946.70,22394926273,0,22977218096,0.000158473,1.48E-05,0.003897333,Very Low,84587.51,0.039937598,303525.74,0.00,388113.25,9.18,Relatively Low,8.15,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51790,STAUNTON CITY,25750,1,3,5,2,9,1,21,8.16,90,92.6,96.3,89.3,0.4506,54.94,0.84628,0,0.67,181729385,858.83,6527076383,0,6708805768,0.00306838,7.15E-06,0.003897333,Very Low,371743.26,0.004095932,31129.08,0.00,402872.34,9.30,Relatively Low,12.33,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51800,SUFFOLK CITY,94324,1,9,9,3,18,3,43,4.56,89.7,94.7,94,91.3,0.4463,55.37,0.85014,0,0.71,332237793.2,2699.96,20519702474,299109.6472,20852239377,0.000259711,7.15E-06,0.003897333,Very Low,61119.23,0.01368151,103979.48,825.73,165924.43,6.92,Relatively Low,4.39,Very Low,4.471840822,2438286561,21776.07304,1.65E+11,1.68E+11,4.95E-06,3.57E-08,Very Low,53989.20812,0.003471617,26384.291,80373.49912,6.779091393,Relatively Low,4.71625995,Very Low
51810,VIRGINIA BEACH CITY,459470,0,20,23,4,40,14,101,2.20,93.8,95.6,96,91.5,0.4296,57.04,0.86788,0,1.17,4864562826,36493.77,2.77E+11,773826.7053,2.82E+11,0.000127885,7.15E-06,0.003897333,Very Low,725790.62,0.304582082,2314823.82,3518.50,3044132.95,18.25,Relatively Moderate,10.39,Relatively Low,4.507745316,43177196409,344275.0059,2.62E+12,2.66E+12,1.77E-06,1.13E-08,Very Low,344172.2057,0.017563674,133483.9224,477656.1281,12.27926338,Relatively Low,7.655257905,Relatively Low
51820,WAYNESBORO CITY,22196,0,3,2,0,4,0,9,4.05,87.8,94.1,95.4,86.5,0.4817,51.83,0.83126,0,0.71,269653095.1,1183.57,8995165550,0,9264818645,0.001563646,2.11E-05,0.003897333,Very Low,298663.00,0.01764873,134130.35,0.00,432793.35,9.52,Relatively Low,11.55,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51830,WILLIAMSBURG CITY,15425,0,1,4,1,4,2,12,7.78,95.6,93.6,94.9,92.8,0.544,45.6,0.845,0,0.13,10418445.56,73.49,558501687.4,0,568920132.9,0.0017064,7.15E-06,0.003897333,Very Low,2222.25,6.57E-05,499.43,0.00,2721.68,1.76,Very Low,1.84,Very Low,4.425936328,13899947.26,94.50150744,718211456.5,732111403.8,0.001566954,1.37E-07,Very Low,96399.45135,5.73E-05,435.2611605,96834.71251,7.213469825,Relatively Low,8.260827965,Relatively Low
51840,WINCHESTER CITY,28120,0,2,4,2,10,2,20,7.11,85.9,92.7,94.8,88,0.4384,56.16,0.83512,2,0.46,329716624.7,1324.35,10065094915,0,10394811539,0.0017064,7.15E-06,0.003897333,Very Low,257871.39,0.004342348,33001.84,0.00,290873.24,8.34,Relatively Low,9.07,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
